user_id,amount,user_country,device_id,recipient_account,hour_of_day,is_outside_active_hours,is_fraud
user123,441.06,US,macbook_pro_2020,acct_legit_553,21,1,0
user456,811.38,CA,ipad_pro,acct_legit_651,21,1,0
user_nomad,765.95,FR,google_pixel_7,acct_legit_673,21,1,0
user_risky2,253.3,AU,hacked_device,acct_legit_549,21,1,0
user_nomad,848.35,FR,google_pixel_7,acct_legit_47,21,1,0
user_nomad,782.63,FR,google_pixel_7,acct_legit_539,21,1,0
user456,1392.11,CA,samsung_galaxy_s21,acct_legit_284,21,1,0
user_risky2,214.44,AU,hacked_device,acct_legit_413,21,1,0
user_highroller,30763.45,AE,iphone_14_pro,acct_legit_929,21,1,0
user789,118.71,GB,unknown_device,acct_legit_251,21,0,0
user456,607.32,CA,samsung_galaxy_s21,acct_legit_244,21,1,0
user_nomad,866.62,FR,google_pixel_7,acct_legit_248,21,1,0
user456,1522.25,CA,ipad_pro,acct_legit_951,21,1,0
user_nomad,884.94,FR,google_pixel_7,acct_legit_353,21,1,0
user_nomad,954.42,FR,hacked_device,acct_hacker1,21,1,1
user_risky2,376.37,AU,hacked_device,acct_legit_300,21,1,0
user456,1279.97,CA,ipad_pro,acct_legit_938,21,1,0
user789,207.65,GB,unknown_device,acct_legit_842,21,0,0
user_risky1,128.66,DE,burner_phone,acct_legit_133,21,1,0
user456,962.81,CA,ipad_pro,acct_legit_889,21,1,0
user_risky1,127.17,DE,burner_phone,acct_legit_402,21,1,0
user789,156.55,GB,unknown_device,acct_legit_583,21,0,0
user_nomad,222.86,FR,google_pixel_7,acct_legit_33,21,1,0
user_risky2,344.66,AU,hacked_device,acct_legit_380,21,1,0
user_risky1,246.93,DE,burner_phone,acct_legit_51,21,1,0
user_risky2,191.55,AU,hacked_device,acct_fraudster2,21,1,1
user_nomad,1217.19,FR,google_pixel_7,acct_legit_187,21,1,0
user_risky1,117.07,DE,hacked_device,acct_hacker1,21,1,1
user789,192.9,GB,unknown_device,acct_legit_493,21,0,0
user_risky1,202.14,DE,burner_phone,acct_legit_558,21,1,0
user_highroller,16935.11,AE,windows_pc,acct_legit_459,21,1,0
user_risky1,202.52,DE,burner_phone,acct_legit_637,21,1,0
user_risky1,206.42,DE,hacked_device,acct_phishing_scam,21,1,1
user456,1226.61,CA,samsung_galaxy_s21,acct_legit_396,21,1,0
user_highroller,26056.75,AE,windows_pc,acct_legit_702,21,1,0
user_highroller,15843.02,AE,iphone_14_pro,acct_legit_767,21,1,0
user_nomad,1213.33,FR,google_pixel_7,acct_legit_864,21,1,0
user_risky1,211.0,DE,hacked_device,acct_fraudster2,21,1,1
user_risky2,158.56,AU,hacked_device,acct_legit_808,21,1,0
user_nomad,461.17,FR,google_pixel_7,acct_legit_608,21,1,0
user_risky1,174.18,DE,burner_phone,acct_legit_649,21,1,0
user_risky1,143.36,DE,burner_phone,acct_legit_913,21,1,0
user_risky1,77.06,DE,burner_phone,acct_legit_178,21,1,0
user_risky2,233.5,AU,hacked_device,acct_moneylaunder,21,1,1
user456,1238.42,CA,samsung_galaxy_s21,acct_legit_67,21,1,0
user789,177.08,GB,unknown_device,acct_legit_454,21,0,0
user_risky2,269.89,AU,hacked_device,acct_legit_602,21,1,0
user_risky1,123.45,DE,burner_phone,acct_legit_256,21,1,0
user_risky2,191.58,AU,hacked_device,acct_legit_939,21,1,0
user789,223.13,GB,unknown_device,acct_legit_241,21,0,0
user_nomad,916.07,FR,google_pixel_7,acct_legit_318,21,1,0
user456,1209.8,CA,samsung_galaxy_s21,acct_legit_291,21,1,0
user_highroller,20061.05,AE,windows_pc,acct_legit_431,21,1,0
user_highroller,16914.52,AE,hacked_device,acct_ransomware,21,1,1
user789,326.45,GB,unknown_device,acct_legit_734,21,0,0
user_risky1,202.41,DE,hacked_device,acct_fraudster2,21,1,1
user456,1307.65,CA,samsung_galaxy_s21,acct_legit_281,21,1,0
user_risky1,235.7,DE,burner_phone,acct_legit_502,21,1,0
user789,115.58,GB,unknown_device,acct_legit_252,21,0,0
user_highroller,14821.91,AE,windows_pc,acct_legit_62,21,1,0
user_nomad,952.27,FR,google_pixel_7,acct_legit_576,21,1,0
user789,174.37,GB,unknown_device,acct_legit_224,21,0,0
user_nomad,1205.36,FR,google_pixel_7,acct_legit_361,21,1,0
user789,227.56,GB,unknown_device,acct_legit_312,21,0,0
user_nomad,568.72,FR,hacked_device,acct_fraudster2,21,1,1
user789,305.05,GB,unknown_device,acct_legit_766,21,0,0
user_nomad,794.76,FR,hacked_device,acct_darkweb123,21,1,1
user789,246.01,GB,unknown_device,acct_legit_713,21,0,0
user123,501.52,US,macbook_pro_2020,acct_legit_708,21,1,0
user_highroller,64728.45,AE,iphone_14_pro,acct_legit_817,21,1,0
user_risky1,133.27,DE,hacked_device,acct_hacker1,21,1,1
user456,1411.76,CA,ipad_pro,acct_legit_605,21,1,0
user456,1086.15,CA,ipad_pro,acct_legit_23,21,1,0
user_highroller,28589.03,AE,iphone_14_pro,acct_legit_91,21,1,0
user_risky1,119.78,DE,burner_phone,acct_legit_231,21,1,0
user789,286.62,GB,unknown_device,acct_legit_966,21,0,0
user_risky2,347.38,AU,hacked_device,acct_legit_938,21,1,0
user_risky2,370.6,AU,hacked_device,acct_legit_18,21,1,0
user_risky2,198.51,AU,hacked_device,acct_legit_88,21,1,0
user123,449.21,US,iphone_12,acct_legit_514,21,1,0
user_risky1,99.62,DE,hacked_device,acct_phishing_scam,21,1,1
user_nomad,563.08,FR,google_pixel_7,acct_legit_782,21,1,0
user_risky1,90.85,DE,burner_phone,acct_legit_759,21,1,0
user123,421.2,US,iphone_12,acct_legit_389,21,1,0
user_risky2,192.06,AU,hacked_device,acct_phishing_scam,21,1,1
user_risky2,228.53,AU,hacked_device,acct_legit_43,21,1,0
user123,183.04,US,iphone_12,acct_legit_949,21,1,0
user_highroller,43919.44,AE,hacked_device,acct_moneylaunder,21,1,1
user123,385.01,US,iphone_12,acct_legit_806,21,1,0
user456,1175.1,CA,ipad_pro,acct_legit_866,21,1,0
user123,289.25,US,hacked_device,acct_darkweb123,21,1,1
user456,1590.85,CA,samsung_galaxy_s21,acct_legit_693,21,1,0
user_nomad,744.53,FR,google_pixel_7,acct_legit_716,21,1,0
user456,643.12,CA,samsung_galaxy_s21,acct_legit_563,21,1,0
user_risky1,185.81,DE,hacked_device,acct_phishing_scam,21,1,1
user789,205.01,GB,unknown_device,acct_legit_400,21,0,0
user_risky2,510.85,AU,hacked_device,acct_legit_267,21,1,0
user_highroller,24432.0,AE,hacked_device,acct_fraudster2,21,1,1
user789,124.66,GB,unknown_device,acct_legit_747,21,0,0
user_nomad,844.8,FR,google_pixel_7,acct_legit_860,21,1,0
user_nomad,699.84,FR,google_pixel_7,acct_legit_419,21,1,0
user_risky1,161.93,DE,burner_phone,acct_legit_438,21,1,0
user_highroller,32076.59,AE,hacked_device,acct_ransomware,21,1,1
user456,841.05,CA,samsung_galaxy_s21,acct_legit_956,21,1,0
user_risky2,233.57,AU,hacked_device,acct_legit_300,21,1,0
user789,226.37,GB,unknown_device,acct_legit_255,21,0,0
user789,84.69,GB,unknown_device,acct_legit_284,21,0,0
user_highroller,34429.61,AE,windows_pc,acct_legit_446,21,1,0
user789,145.61,GB,unknown_device,acct_legit_349,21,0,0
user789,177.05,GB,unknown_device,acct_legit_996,21,0,0
user_risky2,153.92,AU,hacked_device,acct_legit_75,21,1,0
user123,777.6,US,iphone_12,acct_legit_423,21,1,0
user789,286.85,GB,unknown_device,acct_legit_40,21,0,0
user_highroller,15891.42,AE,iphone_14_pro,acct_legit_935,21,1,0
user_highroller,20598.17,AE,iphone_14_pro,acct_legit_525,21,1,0
user456,1115.49,CA,ipad_pro,acct_legit_175,21,1,0
user_risky2,154.12,AU,hacked_device,acct_legit_407,21,1,0
user_risky2,207.46,AU,hacked_device,acct_legit_76,21,1,0
user_risky2,483.39,AU,hacked_device,acct_darkweb123,21,1,1
user789,254.61,GB,hacked_device,acct_hacker1,21,0,1
user123,466.05,US,macbook_pro_2020,acct_legit_769,21,1,0
user_nomad,708.66,FR,google_pixel_7,acct_legit_113,21,1,0
user_risky2,306.91,AU,hacked_device,acct_legit_520,21,1,0
user456,1342.46,CA,ipad_pro,acct_legit_687,21,1,0
user_risky2,363.35,AU,hacked_device,acct_legit_917,21,1,0
user_nomad,883.66,FR,google_pixel_7,acct_legit_910,21,1,0
user_risky2,284.62,AU,hacked_device,acct_legit_508,21,1,0
user_nomad,63.18,FR,google_pixel_7,acct_legit_647,21,1,0
user456,933.49,CA,samsung_galaxy_s21,acct_legit_834,21,1,0
user_nomad,1048.88,FR,google_pixel_7,acct_legit_599,21,1,0
user_nomad,718.12,FR,hacked_device,acct_hacker1,21,1,1
user123,468.2,US,macbook_pro_2020,acct_legit_5,21,1,0
user_risky2,460.41,AU,hacked_device,acct_legit_877,21,1,0
user456,1569.34,CA,hacked_device,acct_fraudster2,21,1,1
user123,394.19,US,macbook_pro_2020,acct_legit_701,21,1,0
user_nomad,972.82,FR,google_pixel_7,acct_legit_387,21,1,0
user_highroller,27006.96,AE,windows_pc,acct_legit_49,21,1,0
user_highroller,30175.5,AE,windows_pc,acct_legit_837,21,1,0
user_risky2,401.89,AU,hacked_device,acct_legit_859,21,1,0
user456,1387.31,CA,samsung_galaxy_s21,acct_legit_739,21,1,0
user_risky1,178.81,DE,hacked_device,acct_fraudster2,21,1,1
user_highroller,34440.37,AE,windows_pc,acct_legit_982,21,1,0
user456,1167.8,CA,samsung_galaxy_s21,acct_legit_32,21,1,0
user_risky1,155.94,DE,burner_phone,acct_legit_251,21,1,0
user456,907.83,CA,hacked_device,acct_phishing_scam,21,1,1
user_highroller,11963.63,AE,windows_pc,acct_legit_471,21,1,0
user_nomad,447.41,FR,google_pixel_7,acct_legit_766,21,1,0
user_risky1,98.48,DE,hacked_device,acct_ransomware,21,1,1
user_risky1,142.32,DE,burner_phone,acct_legit_444,21,1,0
user456,1633.52,CA,hacked_device,acct_phishing_scam,21,1,1
user789,170.14,GB,unknown_device,acct_legit_749,21,0,0
user_risky2,385.81,AU,hacked_device,acct_legit_658,21,1,0
user_highroller,40063.77,AE,hacked_device,acct_darkweb123,21,1,1
user456,1424.85,CA,samsung_galaxy_s21,acct_legit_58,21,1,0
user_highroller,12522.62,AE,iphone_14_pro,acct_legit_860,21,1,0
user456,1396.7,CA,ipad_pro,acct_legit_571,21,1,0
user456,1498.47,CA,ipad_pro,acct_legit_914,21,1,0
user_nomad,344.06,FR,google_pixel_7,acct_legit_290,21,1,0
user_risky1,104.8,DE,burner_phone,acct_legit_704,21,1,0
user_risky1,26.94,DE,burner_phone,acct_legit_597,21,1,0
user_nomad,702.71,FR,google_pixel_7,acct_legit_368,21,1,0
user789,382.05,GB,unknown_device,acct_legit_641,21,0,0
user456,1645.48,CA,ipad_pro,acct_legit_623,21,1,0
user123,537.02,US,hacked_device,acct_darkweb123,21,1,1
user_nomad,1331.49,FR,google_pixel_7,acct_legit_725,21,1,0
user_risky2,380.86,AU,hacked_device,acct_legit_973,21,1,0
user_highroller,8329.38,AE,windows_pc,acct_legit_790,21,1,0
user789,215.21,GB,unknown_device,acct_legit_141,21,0,0
user_risky2,455.97,AU,hacked_device,acct_legit_640,21,1,0
user_nomad,548.25,FR,google_pixel_7,acct_legit_88,21,1,0
user_highroller,20632.35,AE,windows_pc,acct_legit_452,21,1,0
user_risky2,309.82,AU,hacked_device,acct_legit_229,21,1,0
user789,183.43,GB,hacked_device,acct_darkweb123,21,0,1
user_highroller,20038.71,AE,windows_pc,acct_legit_835,21,1,0
user789,190.6,GB,unknown_device,acct_legit_51,21,0,0
user_risky1,204.07,DE,burner_phone,acct_legit_998,21,1,0
user_nomad,973.81,FR,google_pixel_7,acct_legit_163,21,1,0
user_nomad,459.1,FR,google_pixel_7,acct_legit_137,21,1,0
user_highroller,32971.74,AE,hacked_device,acct_hacker1,21,1,1
user789,147.56,GB,hacked_device,acct_ransomware,21,0,1
user456,1194.91,CA,ipad_pro,acct_legit_459,21,1,0
user_highroller,22638.9,AE,windows_pc,acct_legit_957,21,1,0
user_highroller,32965.52,AE,windows_pc,acct_legit_559,21,1,0
user_nomad,175.27,FR,hacked_device,acct_ransomware,21,1,1
user_risky2,355.29,AU,hacked_device,acct_legit_785,21,1,0
user_risky2,308.74,AU,hacked_device,acct_legit_500,21,1,0
user_risky1,138.88,DE,burner_phone,acct_legit_587,21,1,0
user456,683.92,CA,ipad_pro,acct_legit_794,21,1,0
user_risky2,294.6,AU,hacked_device,acct_phishing_scam,21,1,1
user_risky1,203.05,DE,burner_phone,acct_legit_934,21,1,0
user_highroller,23148.92,AE,iphone_14_pro,acct_legit_531,21,1,0
user123,799.09,US,hacked_device,acct_ransomware,21,1,1
user123,487.49,US,macbook_pro_2020,acct_legit_588,21,1,0
user_risky2,234.49,AU,hacked_device,acct_legit_188,21,1,0
user_nomad,888.81,FR,google_pixel_7,acct_legit_58,21,1,0
user_risky1,114.16,DE,burner_phone,acct_legit_871,21,1,0
user_risky1,66.17,DE,burner_phone,acct_legit_511,21,1,0
user_highroller,28726.32,AE,windows_pc,acct_legit_795,21,1,0
user_risky2,432.94,AU,hacked_device,acct_legit_580,21,1,0
user456,1272.28,CA,ipad_pro,acct_legit_382,21,1,0
user_nomad,1275.68,FR,hacked_device,acct_phishing_scam,21,1,1
user_highroller,18248.22,AE,iphone_14_pro,acct_legit_840,21,1,0
user_highroller,21423.4,AE,iphone_14_pro,acct_legit_415,21,1,0
user123,384.43,US,iphone_12,acct_legit_851,21,1,0
user_risky2,161.03,AU,hacked_device,acct_legit_241,21,1,0
user123,490.32,US,iphone_12,acct_legit_191,21,1,0
user456,863.49,CA,samsung_galaxy_s21,acct_legit_960,21,1,0
user_nomad,755.3,FR,google_pixel_7,acct_legit_196,21,1,0
user456,821.0,CA,ipad_pro,acct_legit_573,21,1,0
user789,197.17,GB,unknown_device,acct_legit_91,21,0,0
user_nomad,686.3,FR,google_pixel_7,acct_legit_189,21,1,0
user_risky2,180.38,AU,hacked_device,acct_legit_183,21,1,0
user_highroller,15772.67,AE,windows_pc,acct_legit_728,21,1,0
user456,1552.44,CA,hacked_device,acct_hacker1,21,1,1
user456,1054.11,CA,samsung_galaxy_s21,acct_legit_510,21,1,0
user_risky1,191.5,DE,burner_phone,acct_legit_722,21,1,0
user_highroller,17719.46,AE,iphone_14_pro,acct_legit_920,21,1,0
user_nomad,920.38,FR,google_pixel_7,acct_legit_264,21,1,0
user_risky1,237.71,DE,burner_phone,acct_legit_398,21,1,0
user789,104.92,GB,hacked_device,acct_hacker1,21,0,1
user_nomad,885.59,FR,hacked_device,acct_ransomware,21,1,1
user_highroller,31929.38,AE,windows_pc,acct_legit_308,21,1,0
user456,1346.47,CA,samsung_galaxy_s21,acct_legit_798,21,1,0
user456,349.83,CA,hacked_device,acct_hacker1,21,1,1
user_risky2,244.28,AU,hacked_device,acct_legit_35,21,1,0
user123,660.07,US,hacked_device,acct_hacker1,21,1,1
user_risky1,187.9,DE,burner_phone,acct_legit_214,21,1,0
user123,653.97,US,macbook_pro_2020,acct_legit_7,21,1,0
user_risky1,214.31,DE,hacked_device,acct_fraudster2,21,1,1
user_risky1,171.05,DE,hacked_device,acct_phishing_scam,21,1,1
user_highroller,26242.27,AE,iphone_14_pro,acct_legit_156,21,1,0
user789,140.76,GB,hacked_device,acct_darkweb123,21,0,1
user456,1769.69,CA,samsung_galaxy_s21,acct_legit_572,21,1,0
user789,174.21,GB,unknown_device,acct_legit_652,21,0,0
user_risky2,322.5,AU,hacked_device,acct_legit_959,21,1,0
user_nomad,1235.99,FR,google_pixel_7,acct_legit_319,21,1,0
user123,431.22,US,hacked_device,acct_hacker1,21,1,1
user_highroller,14076.4,AE,windows_pc,acct_legit_759,21,1,0
user_risky2,225.94,AU,hacked_device,acct_legit_455,21,1,0
user_risky2,94.0,AU,hacked_device,acct_phishing_scam,21,1,1
user456,981.82,CA,ipad_pro,acct_legit_356,21,1,0
user123,459.62,US,macbook_pro_2020,acct_legit_273,21,1,0
user_risky2,501.18,AU,hacked_device,acct_legit_887,21,1,0
user456,1055.1,CA,hacked_device,acct_fraudster2,21,1,1
user_risky1,234.07,DE,burner_phone,acct_legit_735,21,1,0
user456,1847.52,CA,samsung_galaxy_s21,acct_legit_238,21,1,0
user123,551.17,US,iphone_12,acct_legit_914,21,1,0
user789,270.49,GB,hacked_device,acct_darkweb123,21,0,1
user789,23.7,GB,unknown_device,acct_legit_205,21,0,0
user_nomad,1041.19,FR,google_pixel_7,acct_legit_755,21,1,0
user789,198.52,GB,unknown_device,acct_legit_544,21,0,0
user_risky1,110.69,DE,burner_phone,acct_legit_166,21,1,0
user456,1403.36,CA,hacked_device,acct_hacker1,21,1,1
user_nomad,415.39,FR,google_pixel_7,acct_legit_412,21,1,0
user789,52.26,GB,unknown_device,acct_legit_565,21,0,0
user_risky2,505.4,AU,hacked_device,acct_legit_846,21,1,0
user123,483.0,US,iphone_12,acct_legit_950,21,1,0
user_nomad,604.79,FR,google_pixel_7,acct_legit_6,21,1,0
user456,587.0,CA,samsung_galaxy_s21,acct_legit_779,21,1,0
user_risky1,141.4,DE,burner_phone,acct_legit_765,21,1,0
user456,772.43,CA,ipad_pro,acct_legit_783,21,1,0
user789,182.37,GB,unknown_device,acct_legit_761,21,0,0
user456,1349.5,CA,samsung_galaxy_s21,acct_legit_883,21,1,0
user123,706.26,US,macbook_pro_2020,acct_legit_329,21,1,0
user_risky2,262.37,AU,hacked_device,acct_legit_395,21,1,0
user_highroller,26862.56,AE,hacked_device,acct_phishing_scam,21,1,1
user_risky2,311.29,AU,hacked_device,acct_legit_389,21,1,0
user789,292.28,GB,unknown_device,acct_legit_274,21,0,0
user123,631.03,US,macbook_pro_2020,acct_legit_85,21,1,0
user_highroller,40830.61,AE,windows_pc,acct_legit_809,21,1,0
user_risky1,190.29,DE,burner_phone,acct_legit_72,21,1,0
user123,776.1,US,macbook_pro_2020,acct_legit_162,21,1,0
user123,246.23,US,iphone_12,acct_legit_116,21,1,0
user_risky2,112.41,AU,hacked_device,acct_legit_952,21,1,0
user_risky2,231.67,AU,hacked_device,acct_legit_716,21,1,0
user456,1210.69,CA,ipad_pro,acct_legit_667,21,1,0
user789,250.95,GB,unknown_device,acct_legit_228,21,0,0
user789,151.71,GB,hacked_device,acct_moneylaunder,21,0,1
user_nomad,1189.39,FR,google_pixel_7,acct_legit_944,21,1,0
user789,188.9,GB,unknown_device,acct_legit_19,21,0,0
user456,968.16,CA,ipad_pro,acct_legit_181,21,1,0
user456,1470.06,CA,hacked_device,acct_moneylaunder,21,1,1
user123,661.23,US,macbook_pro_2020,acct_legit_655,21,1,0
user_risky1,108.79,DE,hacked_device,acct_phishing_scam,21,1,1
user_risky2,409.69,AU,hacked_device,acct_darkweb123,21,1,1
user_risky1,211.82,DE,hacked_device,acct_moneylaunder,21,1,1
user_highroller,34811.68,AE,windows_pc,acct_legit_141,21,1,0
user123,638.52,US,macbook_pro_2020,acct_legit_412,21,1,0
user456,1400.7,CA,ipad_pro,acct_legit_754,21,1,0
user789,291.85,GB,unknown_device,acct_legit_544,21,0,0
user_risky1,189.87,DE,burner_phone,acct_legit_872,21,1,0
user_highroller,16948.14,AE,iphone_14_pro,acct_legit_255,21,1,0
user123,296.54,US,macbook_pro_2020,acct_legit_81,21,1,0
user456,2024.94,CA,samsung_galaxy_s21,acct_legit_581,21,1,0
user_risky2,264.52,AU,hacked_device,acct_legit_358,21,1,0
user789,230.88,GB,unknown_device,acct_legit_198,21,0,0
user_highroller,8039.03,AE,iphone_14_pro,acct_legit_718,21,1,0
user456,1143.32,CA,hacked_device,acct_darkweb123,21,1,1
user_highroller,30779.77,AE,iphone_14_pro,acct_legit_711,21,1,0
user_highroller,7186.29,AE,windows_pc,acct_legit_582,21,1,0
user_highroller,24764.59,AE,hacked_device,acct_darkweb123,21,1,1
user123,697.65,US,hacked_device,acct_moneylaunder,21,1,1
user_risky2,190.5,AU,hacked_device,acct_legit_702,21,1,0
user_highroller,36805.6,AE,windows_pc,acct_legit_523,21,1,0
user_highroller,23158.22,AE,iphone_14_pro,acct_legit_946,21,1,0
user_nomad,790.44,FR,google_pixel_7,acct_legit_952,21,1,0
user_risky2,264.27,AU,hacked_device,acct_legit_87,21,1,0
user789,128.77,GB,unknown_device,acct_legit_860,21,0,0
user_risky1,143.17,DE,burner_phone,acct_legit_664,21,1,0
user_nomad,611.24,FR,hacked_device,acct_hacker1,21,1,1
user456,1382.09,CA,samsung_galaxy_s21,acct_legit_441,21,1,0
user_risky1,111.3,DE,burner_phone,acct_legit_317,21,1,0
user456,1094.73,CA,samsung_galaxy_s21,acct_legit_697,21,1,0
user_highroller,22295.82,AE,windows_pc,acct_legit_775,21,1,0
user123,434.2,US,macbook_pro_2020,acct_legit_240,21,1,0
user_nomad,788.43,FR,hacked_device,acct_hacker1,21,1,1
user_risky2,246.22,AU,hacked_device,acct_fraudster2,21,1,1
user123,385.31,US,iphone_12,acct_legit_359,21,1,0
user456,1041.8,CA,ipad_pro,acct_legit_178,21,1,0
user_risky1,211.92,DE,burner_phone,acct_legit_321,21,1,0
user123,518.15,US,iphone_12,acct_legit_647,21,1,0
user_highroller,26134.42,AE,hacked_device,acct_ransomware,21,1,1
user123,409.77,US,iphone_12,acct_legit_925,21,1,0
user_highroller,21923.07,AE,iphone_14_pro,acct_legit_502,21,1,0
user_highroller,25991.79,AE,windows_pc,acct_legit_515,21,1,0
user789,265.91,GB,unknown_device,acct_legit_25,21,0,0
user456,591.57,CA,ipad_pro,acct_legit_133,21,1,0
user789,216.69,GB,hacked_device,acct_ransomware,21,0,1
user_nomad,996.81,FR,google_pixel_7,acct_legit_911,21,1,0
user456,917.87,CA,samsung_galaxy_s21,acct_legit_477,21,1,0
user_highroller,17943.96,AE,windows_pc,acct_legit_815,21,1,0
user_highroller,18652.06,AE,iphone_14_pro,acct_legit_327,21,1,0
user_risky2,180.97,AU,hacked_device,acct_legit_978,21,1,0
user789,186.21,GB,unknown_device,acct_legit_136,21,0,0
user456,932.87,CA,samsung_galaxy_s21,acct_legit_704,21,1,0
user123,248.96,US,iphone_12,acct_legit_56,21,1,0
user_risky2,122.53,AU,hacked_device,acct_legit_0,21,1,0
user_nomad,719.99,FR,google_pixel_7,acct_legit_429,21,1,0
user_risky2,360.38,AU,hacked_device,acct_legit_438,21,1,0
user_risky1,130.2,DE,burner_phone,acct_legit_972,21,1,0
user789,162.86,GB,unknown_device,acct_legit_185,21,0,0
